Xtf_id,Name,Zip,Place,Operator,Contact,OperatorAddress,Phone,Web,Mail,BeginningOfOperation,Power,Energy,HouseConnections,NetLength,EnergySource1,EnergySource2,PositionAccuracy,x,y
tn682,Wärmeverbund Löhningen Süd-West,8224,Löhningen,R. Spörndli,Kurt Raschle GmbH,Brünnelackerstrasse 1 B<br />8545 Rickenbach Sulz,0523209040,https://www.heize.ch/index.php/schnitzelsilo-waermeverbund-loehningen-sued-west/,info@raschle-gmbh.ch,2010,0.33,,28,0.75,5,,103,2683525.1999999993,1283746
tn698,Nahwärmeverbund Unteriberg,8842,Unteriberg,Gemeinde Unteriberg,Gemeinde Unteriberg,Waagtalstrasse 27,0554146100,https://www.bafu.admin.ch/bafu/de/home/themen/klima/fachinformationen/klimapolitik/kompensation-von-co2-emissionen/liste-registrierte-kompensationsprojekte/3-2-waermeerzeugung-durch-verbrennung-von-biomasse-mit-und-ohne-.html,,2012,4.696,9720,,,5,,102,2703635.8000000007,1212713.8000000007
tn699,Microverbund Aedermannsdorf,2747,Aedermannsdorf,Bader Holzbau AG,Bader Holzbau AG,Lemisweg 165,0623892000,http://e-energieplan.ch/referenzanlagen.php,,2016,0.18,,,,5,,103,2613164.3000000007,1239400.1000000015
tn700,Wärmeverbund Aetigkofen,4583,Aetigkofen,Bürgergemeinde Aetigkofen,Bürgergemeinde Aetigkofen,,0619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2010,0.45,988,27,1,5,,103,2601987.6999999993,1219359.6999999993
tn701,Fernwärme Balsthal,4710,Balsthal,BKW AEK Contracting AG,BKW AEK Contracting AG,Westbahnhofstrasse 3<br />4502 Solothurn,0584775656,https://www.bac.ch/privatkunden/referenzen,info@bac.ch,2014,3.17,5200,40,1.7,5,2,103,2619186.6000000015,1240201.1000000015
tn673,Wärmeverbund Kerns,6064,Kerns,Elektrizitätswerk Obwalden,EWO,Stanserstrasse 8,0416665100,https://www.ewo.ch/privatkunden/waerme-beziehen/,john.sieber@ewo.ch,1995,2.6,6000,89,5.23,5,14,103,2663976.1000062474,1194921.499393823
tn696,Wärmeverbund Obere Rüti,6418,Rothenthurm,Wärmeverbund obere Rüti GmbH,Wärmeverbund obere Rüti GmbH,Kronenstrasse 12,0418398080,https://www.wor-gmbh.ch,mail@wor-gmbh.ch,2013,1.25,4000,25,1.5,5,,103,2693967.6000000015,1217519.5
tn726,Wärmeverbund Messen M. v. Allem,3254,Messen,Markus von Allmen,Markus von Allmen,Hauptstrasse 15,0797049626,https://www.gunep.ch/referenzen,markus.vonallmen@gmail.ch,2006,0.35,800,21,1.2,5,,103,2600465.1000000015,1215656.5
tn703,Sanierung Schul- und Mehrzweckanlage Beinwil,4229,Beinwil,Gemeinde Beinwil,Gemeinde Beinwil,Passwangstrasse 113,0619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2006,0.1,147,2,0.015,5,,103,2611395.1999999993,1245618
tn693,Nahwärmeverbund Immensee,6405,Immensee,ECOGEN Rigi Genossenschaft,ECOGEN Rigi Genossenschaft,Haltikon 55,0418114143,https://www.ecogen-rigi.ch/,info@ecogen-rigi.ch,2006,2.2,,40,,5,,102,2677089.9000158696,1216339.7988042622
tn706,Blumenhaus Buchegg,4576,Buchegg,BKW AEK Contracting AG,BKW AEK Contracting AG,Westbahnhofstrasse 3<br />4502 Solothurn,0584775656,https://www.bac.ch/privatkunden/referenzen,info@bac.ch,2012,0.85,1000,,,6,,103,2605498.5,1221437
tn707,Kernkraftwerk Gösgen-Däniken,4658,Däniken SO,Kernkraftwerk Däniken AG,Kernkraftwerk Gösgen-Däniken,Postfach,0622882000,https://www.kkg.ch,info@kkg.ch,1997,20,162960,1,2,17,,103,2639949.8999999985,1246213.3999999985
tn708,Wärmeversorgung Gempenring,4143,Dornach,ADEV Energiegenossenschaft,ADEV Energiegenossenschaft,Kasernenstrasse 63<br />4410 Liestal,0619272030,https://www.adev.ch,info@adev.ch,1995,0.12,200,14,0.60000002,2,1,102,2613137.6999999993,1258948.6999999993
tn702,Microverbund EFH Genossenschaft Zälgli Bätterkinden,3315,Bätterkinden,EFH Genossenschaft Zälgli Bätterkinden,EFH Genossenschaft Zälgli Bätterkinden,Zälgli 20,,https://www.zaelgli.ch,vorstand@zaelgli.ch,2018,0.516,,,,2,,103,2607415.6000000015,1219871.2
tn710,Wärmeverbund Stockmatt,4554,Etziken,,Einwohnergemeinde Etziken,Bünackerweg 11,0326143123,https://www.etziken.ch,kanzlei@etziken.ch,2006,2.7,4500,,,3,,102,2615653.8999999985,1226370.3999999985
tn704,Fernwärme Bellach,4512,Bellach,BKW AEK Contracting AG,BKW AEK Contracting AG,Westbahnhofstrasse 3<br />4502 Solothurn,0584775656,https://www.bac.ch/de/waermeverbunde/bellach,info@bac.ch,2012,10.8,15,20,3,5,1,103,2605074.7,1228819
tn715,Microverbund Holderbank,4718,Holderbank,Unterkunft Silberdistel,Unterkunft Silberdistel,Obere Wies,0619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2016,0.06,,,,5,,103,2624455.1999999993,1242114.3000000007
tn716,Microverbund Sägerei Ingold,4571,Ichertswil,Sägerei Ingold,Sägerei Ingold,Sägegasse 8,0619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2008,0.15,,,,5,,103,2604640.3000000007,1223073.1999999993
tn718,"Schulhäuser, Turnhallen und Gemeindeverwaltung Langendorf",4513,Langendorf,BKW AEK Contracting AG,BKW AEK Contracting AG,Westbahnhofstrasse 3<br />4502 Solothurn,0584775656,https://www.bac.ch/privatkunden/referenzen,info@bac.ch,,0.4,994,,,6,,103,2605608,1229986.3000000007
tn719,Wärmeverbund Laupersdorf,4712,Laupersdorf,Genossenschaft Wärmeverbund,c/o Zimmerei Meier AG,Untere Brühlmatt 663,0619759967,https://www.gunep.ch/referenzen,info@gunep.ch,1994,0.5,,24,1.5,5,,103,2616068.8000000007,1239896.3999999985
tn720,Eclatin Farben-Lacke AG,4574,Lüsslingen,BKW AEK Contracting AG,BKW AEK Contracting AG,Westbahnhofstrasse 3<br />4502 Solothurn,0584775656,https://www.bac.ch/privatkunden/referenzen,info@bac.ch,,0.5,390,,,6,,103,2605494.5,1226965.3000000007
tn705,Alters- und Pflegeheim Baumgarten,2544,Bettlach,BKW AEK Contracting AG,BKW AEK Contracting AG,Westbahnhofstrasse 3<br />4502 Solothurn,0584775656,https://www.bac.ch/privatkunden/referenzen,info@bac.ch,,0.24,900,,,5,1,103,2598779,1228194.3999999985
tn721,Parkanlage Wylihof,4542,Luterbach,BKW AEK Contracting AG,BKW AEK Contracting AG,Westbahnhofstrasse 3<br />4502 Solothurn,0584775656,https://www.bac.ch/privatkunden/referenzen,info@bac.ch,2012,0.51,950,7,0.6,6,,103,2611474.6999999993,1230466.5
tn722,Wärmeverbund Lüterkofen,4571,Lüterkofen,,,,0619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2017,0.26,255,15,0.28,5,,103,2605778.6999999993,1223368.8999999985
tn723,Wärmeverbund Matzendorf,4713,Matzendorf,Gemeinde Matzendorf,Gemeinde Matzendorf,Kleinfeldstrasse 3,0619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2012,0.685,1470,17,0.84,5,,103,2614629.3999999985,1239470.3999999985
tn725,Schulgemeinde Messen,3254,Messen,Gemeinde Messen,Schulhaus Bühl,Schulhausstrasse 2,0619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2011,0.1,,,,5,,103,2600634.6000000015,1215394.3999999985
tn727,Wärmeverbund Neuendorf,4623,Neuendorf SO,,,,,https://www.holzenergie.ch,info@holzwenergie.ch,,,,,,5,,101,2626986,1239172
tn1154,Wärmeverbund Wittinsburg,4443,Wittinsburg,,Hansjörg Gysin ,Oberdorfstrasse 9,0794398940,,,,,,9,,5,,102,2630381.1293970305,1252649.0902123624
tn1170,Wärmeverbund Schupfart,4325,Schupfart,AEW Energie AG,André Matzinger,"Industriestrasse 20, 5001 Aarau",0628342465,https://www.aew.ch/geschaeftskunden/waerme-und-kaelte/waermeprojekte,andre.matzinger@aew.ch,,,,,,5,,101,2639631.111123992,1262823.3157264364
tn717,Wärmeverbund Kestenholz,4703,Kestenholz,Bürgergemeinde Kestenholz,Bürgergemeinde Kestenholz,Neue Strasse 1,0619759967,https://www.gunep.ch/referenzen,info@gunep.ch,2009,1,1800,27,1.755,5,,103,2623781.2,1236871.7
tn690,Energieverbund Einsiedeln EVE,8840,Einsiedeln,Energie Einsiedeln AG ,,Hauptstrasse 61,0554186603,https://www.energieverbund-einsiedeln.ch/home,kontakt@energieverbund-einsiedeln.ch,2015,4.1,9300,,1.4,5,,103,2699906.295634265,1220179.3983294556
tn1394,Budmiger,6275,Ballwil,,Guido Budmiger,,0414483312,,,,0.56,,5,,6,,103,2666657.5784057863,1222619.1466418232
tn1447,Talstrasse,6043,Adligenswil,,,,,,,,0.15,242,4,,6,,103,2670017.18622692,1212785.0276560849
tn728,Fernwärme Oensingen,4702,Oensingen,BKW AEK Contracting AG,BKW AEK Contracting AG,Westbahnhofstrasse 3<br />4502 Solothurn,0584775656,https://www.bac.ch/privatkunden/referenzen,info@bac.ch,2014,4.5,9500,,3.5,5,,103,2620620.8000000007,1237767
tn754,Buschor Fernwärme AG,9313,Muolen,Buschor Fernwärme AG,Urs Buschor,Sonnental 4,0714112206,https://www.buschorholzbau.ch/index.php?page=fernwaerme,urs.buschor@bluemail.ch,2013,3,,36,5,5,,103,2741579.6999999993,1265180.8000000007
tn734,Wärmeverbund Witterswil,4108,Witterswil,Gemeinde Witterswil,Gemeindeverwaltung,Bättwilerstrasse 23,0617251010,https://www.gunep.ch/referenzen,info@gunep.ch,2016,0.4,,,,5,,103,2606323.8999999985,1259728.6000000015
tn735,Fernwärme KVA Zuchwil-Solothurn,4528,Zuchwil,Regio Energie Solothurn,KEBAG AG Zuchwil,Kehrichtbeseitigungs AG,0326865454,https://www.kebag.ch,info@kebag.ch,2017,40,73000,150,30,16,,103,2610013.3000000007,1229363
tn751,Wärmeverbund Feldacker,8887,Mels,Ortsgemeinde Mels,Schulhaus Feldacker,Melibündtenweg 30,0817235757,https://ortsgemeinde-mels.ch/oekologie/fernwaerme/,gemeindeverwaltung@mels.ch,,,,,,5,,103,2751048.8,1212514.8999999985
tn733,Wärmeverbund Unterramsern,4588,Unterramsern,Wärmeverbund Unterramsern AG,Adrian Mollet,Hauptstrasse 10,0317677244,https://www.allotherm.ch/waermeverbund/referenzen-presse/referenzen.html,info@allotherm.ch,2012,0.42,,,2.13,5,,103,2603132.1000000015,1218644.5
tn738,Wärmeverbund Lehmann Arnegg,9212,Arnegg,Lehmann Arnegg AG,Lehmann Arnegg AG,Bächigenstrasse 12,0713889988,https://www.lehmannag.ch,info@lehmannag.ch,1995,0.823,,50,3,5,,103,2736919.1999999993,1256409.6000000015
tn739,Wärmeverbund Bad Ragaz naturel,7310,Bad Ragaz,Racotron AG,Recotron AG,Eigenweg 2,,,,1987,1,3000,31,4,12,2,101,2756804.1999999993,1207702.6999999993
tn740,Fernwärme Buchs SG,9470,Buchs SG,VfA Verein für Abfallentsorgung,VfA Verein für Abfallentsorgung,Langäulistrasse 24,0817506400,https://www.vfa-buchs.ch,info@vfa-buchs.ch,1974,70,80000,1000,165,16,,103,2755020.5,1226947
tn742,Nahwärmeverbund Hof,9473,Gams,Ortsgemeinde Gams,Ortsgemeinde Gams,Verwaltungskanzlei,0817711205,https://www.gams.ch,ortsgmd.gams@bluewin.ch,2017,1,1300,15,3,5,,103,2752061.3000000007,1231091.6000000015
tn743,Wärmeverbund Goldach Goldpark,9403,Goldach,"AEW Energie AG, Aarau","AEW Energie AG, Aarau",Obere Vorstadt 40<br />5001 Aarau,0628342111,https://www.aew.ch/sites/default/files/2019-06/Referenzanlagen-Waermecontracting.pdf,info@aew.ch,2009,0.2,,,,12,,103,2753695.3999999985,1260583.6999999993
tn744,Wärmeversorgung Goldach,9403,Goldach,Gemeinde Goldach,Oberstufenzentrum Goldach,Schülerweg 2,0718446650,https://www.goldach.ch,bauverwaltung@goldach.ch,1994,0.5,800,12,1,5,,103,2752784.8000000007,1260471.6000000015
tn745,GommisWALDKraft AG,8737,Gommiswald,gommisWALDKraft AG,c/o Hanspeter Gebert,Dorfplatz 7,0442508811,https://www.holzenergie.ch/ueber-holzenergie/projektbeispiele/waermeverbuende.html,info@holzenergie.ch,2013,1.14,,,1.1,5,,103,2720109.8999999985,1232509.8000000007
tn746,Fernwärmeverbund Gossau,9200,Gossau,SAK,Stefano Martinetti,Schlachthofstrasse 24,0719321414,https://www.bafu.admin.ch/bafu/de/home/themen/klima/fachinformationen/klimapolitik/kompensation-von-co2-emissionen/liste-registrierte-kompensationsprojekte/3-2-waermeerzeugung-durch-verbrennung-von-biomasse-mit-und-ohne-.html,,2017,8.2,13000,,,5,1,103,2739486.8999999985,1252411.5
tn732,Wärmeversorgung Rankwog,4632,Trimbach,Wärmeverbund Rankwog AG (EBL),Genossenschaft Elektra Baselland,Mühlemattstrasse 6<br />4410 Liestal,0628869371,https://www.durena.ch,info@durena.ch,1999,1.20000005,2600,4,0.30000001,18,1,103,2636086.5,1248681.8999999985
tn747,Wohnüberbauung Neuring Gossau,9200,Gossau,Wohnüberbauung neuRing,Wohnüberbauung neuRing,Ringstrasse 4,0582804365,https://www.schmid-energy.ch/files/attachments/Referenzdatenblatt_UTSL_Neuring.pdf,,2015,0.5,,,,6,,103,2736413.1000000015,1253019.1000000015
tn1155,Wärmeverbund Hasler Holzbau,4460,Gelterkinden,Hasler Holzbau,,Rohrbachweg 2,0619854040,https://www.haslerholzbau.ch,info@haslerholzbau.ch,,,,4,,5,,102,2630807.512146334,1257157.5249915782
tn749,Wärmeverbund Innoholz AG / Fernwärme Gähwil AG,9534,Kirchberg,Innoholz AG,Pirmin Fischbacher,Mülibachstrasse 8,0719311262,https://www.innoholz.ch,info@innoholz.ch,2016,0.88,,,,5,,103,2718224.6000000015,1250641.8000000007
tn750,Wärmeverbund Lichtensteig,9620,Lichtensteig,Gemeinde Lichtensteig,Gemeinde Lichtensteig,Hauptgasse 8,0582282399,https://www.lichtensteig.ch/,info@lichtensteig.sg.ch,2015,,,,,5,,103,2724835.6000000015,1242804.1000000015
tn752,Wärmeverbund Mogelsberg,9122,Mogelsberg,Genossenschaft Fernwärme Mogelsberg,Genossenschaft Fernwärme Mogelsberg,Sonnenbergweg 2,0713742464,https://www.tagblatt.ch/ostschweiz/appenzellerland/mogelsberg-baut-fernwaerme-netz-ld.418627,,2011,0.91,,26,1.5,5,,103,2728064.6000000015,1247118.1999999993
tn753,Wärmeverbund Mörschwil,9402,Mörschwil,Gemeinde Mörschwil,Sporthalle Seeblick,Horchentalstrasse 8,0718689988,https://www.moerschwil.ch,,2009,,,,,5,,103,2749784.5,1259524.3999999985
tn979,Wohnüberbauung Widum West Wetzikon,8620,Wetzikon,,,,,,,2011,0.22,,,,5,,103,2702471.5,1242732.3000000007
tn896,Wärmezentrale Johannisstrasse,6330,Cham,"WWZ Energie AG, Zug","WWZ Energie AG, Zug",Chollerstrasse 24,0417484545,https://www.wwz.ch,info@wwz.ch,,0.8,,,,2,,103,2677691.000003879,1226312.9997033514
tn729,Wärmeverbund Schnottwil AG,3253,Schnottwil,Wärmeverbund Schnottwil AG,Wärmeverbund Schnottwil AG,Diessbachstrasse 2,0323510017,https://www.schnottwil.ch/behoerden/21406,frederic.grossmann@schnottwil.ch,2015,1.9,,,,5,1,103,2596124.8999999985,1217871.8999999985
tn757,Primarschule Oberhelfenschwil,9621,Oberhelfenschwil,Primarschule Oberhelfenschwil,Primarschule Oberhelfenschwil,Schulhausweg 9,0713756200,https://www.schule-oberhelfenschwil.ch,Primarschule Oberhelfenschwil,1998,0.18000001,214,5,0.89999998,5,4,103,2726417.5,1246474.8999999985
tn758,Wärmeversorgung Zimmerei Karl Egli,9621,Oberhelfenschwil,Karl Egli,Zimmerei Karl Egli,Ausserdorfstrasse 2,0713742206,https://www.eglizimmerei.ch,info@eglizimmerei.ch,1996,0.12,256,8,0.34999999,14,1,103,2726739.3000000007,1246073.1999999993
tn761,Seewasserverbund Knies Kinderzoo,8640,Rapperswil-Jona,Knies Kinderzoo,Energie 360°,Aargauerstrasse 182<br />8010 Zürich,0433172222,https://www.energie360.ch,energieloesungen@energie360.ch,2015,0.28,,,,10,2,103,2704812.1999999993,1231176.5
tn762,Würth Rorschach,9400,Rorschach,Würth Haus Rorschach,Würth Haus Rorschach,Churerstrasse 10,0712251000,https://www.rorschacherberg.ch/dl.php/de/53da426696a11/Energie-Region_Rorschach_Energiekonzept_Bericht_v2_1_12-11-2013_PDF-gekuerzt-Rberg.pdf,info@wuerth-management.com,2012,0.35,,,,10,,103,2755880.5,1260689.8000000007
tn763,Fernwärme St. Gallen,9001,St. Gallen,St. Galler Stadtwerke,St. Galler Stadtwerke,Vadianstrasse 8,0848747901,https://www.sgsw.ch,fernwaerme@sgsw.ch,1994,28,65000,9000,46,16,2,103,2742935.1999999993,1253365.6999999993
tn764,Nahwärmeverbund Stadtsäge AG,9001,St. Gallen,ThurHOLZ GmbH,Ortsbürgergemeinde St. Gallen,Gallusstrasse 14,0712288571,https://www.ortsbuerger.ch,christoph.kuhn@ortsbuerger.ch,1999,1.39999998,5500,10,0.44999999,5,,103,2730733,1265513
tn765,Wärmeversorgung Artho,8735,St. Gallenkappel,Artho Holz u. Elementebau AG,Artho Holz u. Elementebau AG,Rickenstrasse 15,0552846363,https://www.artho-ag.ch,info@artho-ag.ch,,,,,,5,,103,2715520.3000000007,1233721.6000000015
tn766,ARA Morgental,9323,Steinach,Kläranlage Morgental,Kläranlage Morgental,Bleichestrasse 45,0714471280,https://www.durena.ch/referenzen/abwaerme-umweltwaerme,m.kaeser@morgental.ch,,1.08,,,,15,1,103,2749877,1263176
tn767,Wärmeverbund Thal,9425,Thal,Gemeinde Thal,Gemeinde Thal,Kirchplatz 4,0718861010,https://www.spf.ch/fileadmin/user_upload/Forschung/Projekte/SWSG_170920_Machbarkeit_solarunterst%C3%BCtzter_W%C3%A4rmenetze_Schlussbericht_Final_revised.pdf,info@thal.ch,2011,1.85,,,,5,2,103,2760301.5,1259502.8999999985
tn768,Resort Walensee Unterterzen,8882,Unterterzen,EKZ,EKZ,Dreikönigsstrasse 18<br />8002 Zürich,0583595111,https://geothermie-schweiz.ch/wp_live/wp-content/uploads/2016/01/06_Hinder_EKZ_Energiecontracting_Walensee.pdf,info@ekz.ch,1997,1.42,2600,,2.3,11,,103,2737998.1000000015,1219885.6999999993
tn769,Wärmeversorgung Unterwasser,9657,Unterwasser,Forrer & Abderhalden,Forrer & Abderhalden,Sändli 888,0719993644,https://www.forrer-abderhalden.ch,p.abderhalden@bluewin.ch,1997,0.25,450,9,1,5,,103,2741506.8000000007,1229050.3000000007
tn770,Wärmeverbund Waldkirch,9205,Waldkirch,Wärmeverbund Waldkirch AG,Wärmeverbund Waldkirch AG,Neubrunnstrasse 1,,http://www.spf.ch/fileadmin/user_upload/Forschung/Projekte/SWSG_170920_Machbarkeit_solarunterst%C3%BCtzter_W%C3%A4rmenetze_Schlussbericht_Final_revised.pdf,,2010,0.2,400,30,,5,,103,2738931,1259432
tn771,Wärmeverbund Wiborada,9304,Waldkirch,Alters- und Plegeheim Wiborada,Alters- und Plegeheim Wiborada,Hinterchirchstrasse 7,0714346200,https://www.wiborada.ch,info@wiborada.ch,,0.31,,,,5,,103,2743078.5,1259740.5
tn772,Holzschnitzelheizung Walenstadt,8880,Walenstadt,Holzenergie Delta AG,Gemeinde Walenstadt,Freihofstrasse 4,0817352000,https://www.bafu.admin.ch/bafu/de/home/themen/klima/fachinformationen/klimapolitik/kompensation-von-co2-emissionen/liste-registrierte-kompensationsprojekte/3-2-waermeerzeugung-durch-verbrennung-von-biomasse-mit-und-ohne-.html,peter.mueller@ortsgemeindewalenstadt.ch,2016,6.6,11000,,6.4,5,1,103,2741387,1220455.8000000007
tn773,Nahwärmeverbund Azmoos,9478,Wartau,Gemeinde Wartau,Gemeinde Wartau,Poststrasse 51,0582282050,https://www.wartau.ch,info@wartau.ch,,,,,,5,2,102,2754796.8000000007,1216385
tn775,Wärmeverbund Weesen,8872,Weesen,Gemeinde Weesen,Gemeinde Weesen,Hauptstrasse 15,0582287600,https://www.weesen.ch,gemeinde@sweesen.ch,2012,,,,,11,,103,2725396,1221637.3000000007
tn776,Wärmeverbund Wildhaus,9658,Wildhaus,Thurwerke AG,Thurwerke AG,Bahnhofstrasse 1<br />9630 Wattwil,0719871515,https://thurwerk.ch,waerme@thurwerke.ch,2011,2.4,,37,2.1,5,1,103,2744920.8999999985,1229976.1000000015
tn437,Fernheizung Wasen,3457,Wasen im Emmental,Gemeinde Sumiswald,Gemeinde Sumiswald,Lütoldstrasse 3,0344323344,https://www.binding-stiftung.ch/media/de/dokumente/waldpreis/2007/broschuere_binding.pdf,,2007,3.7,4500,80,4.75,5,14,103,2627104.8,1210374
tn646,CAD Chézard Saint Martin,2054,Chézard-St-Martin,Commune de Chézard-St-Martin,Commune de Chézard-St-Martin,,0328865627,https://www.chezard-saint-martin.ch,energie.val-de-ruz@ne.ch,1991,,851,18,1,5,2,101,2560608.7,1212821.3999999985
tn774,Wärmeverbund Wattwil ,9630,Wattwil,Thurwerke AG,Claudio Spiess,Bahnhofstrasse 1,0719871500,https://thurwerke.ch/waerme/,claudio.spiess@thurwerke.ch,2016,2.6,11000,85,9.13,5,1,103,2724376.8,1241958.5
tn891,Holzheizzentrale Schwimmbad Lättich,6340,Baar,Korporation Baar,Korporation Baar,Ziegelhütte,0417660966,https://www.korporationbaar.ch/taetigkeiten/energie/,info@korporationbaar.ch,2004,2.3,5500,2,,5,,103,2683419.5,1228350.8000000007
tn1172,Wärmeverbund Bantigen,3065,Bolligen,Burgergemeinde Bantigen,Urs Schmid,"Bantigen 367b, 3065 Bolligen",0319340920,,,2015,0.15,250,,0.5,5,,103,2605901.9818760525,1202656.624529481
tn1202,CAD Collège Coffrane,2207,Coffrane,Collège Coffrane,,Rue du Collège 31,0328865737,,,1994,0.4,,,,5,2,103,2555852.3782081786,1206815.0135415178
tn797,Calore SA,6513,Monte Carasso,Calore SA,Vinicio Curti,El Stradun 74,0917569200,https://calore.ch/,info@calore.ch,2006,2.3,5400,7,0.34,5,1,102,2720300.9000063497,1116288.9996806183
tn789,Centrale termica SSIC Gordola,6596,Gordola,Socitetà svizzera Impresari Costruttori (SSIC),SSIC Sezione Ticino,Via St. Maria 27,0917352340,https://www.aelsi.ch/documentazione,info@aelsi.ch,2000,2.05,1550,5,0.179,5,1,103,2710273.1000000015,1114206.8999999985
tn796,Raffreddamento CSCS Lugano,6900,Lugano,ETH Immobilien CSCS,Swiss National Supercomputing Centre,Via Trevano 131,0916108211,https://www.cscs.ch,info@cscs.ch,2012,16,,,,10,,103,2717808.6999999993,1098133.3000000007
tn798,EOC Novaggio,6986,Novaggio,Ente Ospedaliero Cantonale,EOC,Via Dr. Schwarz 6,0918112211,https://www.eoc.ch,creoc@eoc.ch,1994,1.509,,9,2.585,5,1,103,2709408.3999999985,1096413.5
tn800,Teleriscaldamento Ponte Capriasca,6946,Ponte Capriasca,Capriasca Calore SA,Comune di Capriasca,Piazza Motta 1,0919360360,https://www.capriascacalore.ch,info@capriasca.ch,2015,1.55,2300,,1,5,1,103,2717938,1102747.3999999985
tn804,Wärmeversorgung H. Bachmann AG,8355,Aadorf,"H. Bachmann AG, Holzbau, Aadorf",H. Bachmann AG,Wittenwilerstrasse 6,0523684949,https://www.bachmannag.ch,info@bachmannag.ch,1989,1.64999998,3200,25,1.20000005,5,1,103,2710037.8000000007,1261376.6999999993
tn784,SUPSI Campus Trevano,6952,Canobbio,Alpiq,SUPSI Campus Trevano,Via Trevano,0586666300,https://www.supsi.ch,marco.belliardi@supsi.ch,,1.45,,6,0.969,2,,103,2718068.6000062814,1098944.1996771647
tn785,Teleriscaldamento Caslano,6987,Caslano,Aziende Industriali di Lugano (AIL),AIL,Via Industria 2<br />6933 Muzzano,0584707070,https://www.bafu.admin.ch/bafu/de/home/themen/klima/fachinformationen/klimapolitik/kompensation-von-co2-emissionen/liste-registrierte-kompensationsprojekte/3-2-waermeerzeugung-durch-verbrennung-von-biomasse-mit-und-ohne-.html,,2014,3.2,7297,60,6.91,5,1,103,2711149.1000059303,1092547.79967592
tn786,Teleriscaldamento Coldrerio,6877,Coldrerio,Comune di Coldrerio,Comune di Coldrerio,Via Pier Francesco Mola 17,0916461584,https://www.aelsi.ch/documentazione,info@aelsi.ch,2008,0.676,,4,0.468,5,1,103,2720339.7000064594,1079278.899673275
tn787,F.Illi Zanetti SA Croglio / M. del Piano,6981,Croglio,F.lli Zanetti SA,Comune di Croglio,Croglio 1,0916112030,https://www.croglio.ch,info@croglio.ch,2009,1.7,3730,6,2.585,5,1,103,2708386.300005779,1093725.0996761548
tn788,Comune di Faido,6760,Faido,Consorizio scolastico media Leventina,Comune di Faido,Piazza Stefano Franscini 1,0917963603,https://www.aelsi.ch/documentazione,info@aelsi.ch,2000,1.85,2369,28,1.042,5,1,103,2704579.000005436,1148224.6996871235
tn790,Teleriscaldamento Centovalli E Più SA,6655,Intragna,Centovalli E Più SA,Centovalli E Più SA,al Valaa,0917963603,https://www.aelsi.ch/documentazione,info@aelsi.ch,2016,2,2108,72,1.585,5,1,103,2697363.5000051414,1114941.4996804125
tn793,Calore SA Morettina,6600,Locarno,,Calore SA,Piazza Grande 5,0917510585,http://calore.ch/I/progetto-morettina.html,info@calore.ch,1997,3.658,,7,1.191,11,2,103,2704319.0000055125,1113483.4996801084
tn794,FART Locarno,6600,Locarno,FART - Ferrovie autolinee regionali ticinesi,FART,Via D. Galli 9,0917963603,https://www.aelsi.ch/documentazione,info@aelsi.ch,2009,2.2,2108,72,1.585,5,1,103,2704061.900005498,1113933.6996801908
tn795,Teleriscaldamento ERL Losone,6616,Losone,Energie Rinnovabili Losone SA,Energie Rinnovabili Losone SA,Via Municipio 7,0917858072,https://www.aelsi.ch/documentazione,,2015,7.6,9212,71,6.653,5,1,103,2702669.000005425,1113726.5996801509
tn799,Teleriscaldamento Olivone,6718,Olivone,Biomassa Blenio SA,Biomassa Blenio SA,Casella postale,0918712878,https://www.bafu.admin.ch/bafu/de/home/themen/klima/fachinformationen/klimapolitik/kompensation-von-co2-emissionen/liste-registrierte-kompensationsprojekte/3-2-waermeerzeugung-durch-verbrennung-von-biomasse-mit-und-ohne-.html,,2015,1.55,1339,34,2.621,5,1,103,2715019.7000059607,1154546.1996883838
tn801,Teleriscaldamento Quinto,6777,Quinto,Quinto Energia SA,Comune di Quinto,Via Quinto 19,0918738000,https://www.bafu.admin.ch/bafu/de/home/themen/klima/fachinformationen/klimapolitik/kompensation-von-co2-emissionen/liste-registrierte-kompensationsprojekte/3-2-waermeerzeugung-durch-verbrennung-von-biomasse-mit-und-ohne-.html,info@quinto.ch,2016,2.4,,8,1.27,5,1,103,2695899.900004976,1151717.2996878568
tn802,Armasuisse Monteceneri,6802,Rivera,Armasuisse,Centro Logistico dell'Esercito Monteceneri,Piazza d'armi,0584698111,https://www.vtg.admin.ch/it/organizzazione/bles/cles-monteceneri.html,alc.monteceneri.lba@vtg.admin.ch,,1.76,,5,0.48,5,1,103,2713902.000006026,1110928.299679564
tn803,AIL Viganello,6962,Viganello,AIL,AIL,Via Industria 2<br />6933 Muzzano,0584707070,https://www.ail.ch,info@ail.ch,2013,1.356,3188,8,0.557,3,2,103,2717965.9000062826,1096518.599676687
